Nom compagnie de validation;Tarif Pay�;MOIS;ANNEE;O&D paires d'a�roports
AIR FRANCE;287,75;3;2016;MRS - ORY
AIR FRANCE;287,85;2;2018;LIL - TLS
AIR FRANCE;287,85;2;2018;LIL - TLS
AIR FRANCE;287,88;4;2017;LYS - NCE
AIR FRANCE;287,88;9;2017;LYS - NCE
AIR FRANCE;287,9;6;2017;LYS - NTE
AIR FRANCE;287,94;5;2017;BOD - LYS
AIR FRANCE;287,94;5;2017;BOD - LYS
AIR FRANCE;287,94;5;2017;BOD - LYS
AIR FRANCE;287,94;9;2017;BOD - LYS
AIR FRANCE;287,94;10;2017;BOD - LYS
AIR FRANCE;287,94;10;2017;BOD - LYS
AIR FRANCE;287,94;12;2017;BOD - LYS
AIR FRANCE;287,94;12;2017;BOD - LYS
AIR FRANCE;287,94;1;2018;BOD - LYS
AIR FRANCE;287,96;5;2017;CDG - MRS
AIR FRANCE;287,96;6;2017;CDG - MRS
AIR FRANCE;287,96;6;2017;CDG - MRS
AIR FRANCE;287,96;7;2017;CDG - MRS
AIR FRANCE;287,96;8;2017;CDG - MRS
AIR FRANCE;287,96;8;2017;AMS - CDG
AIR FRANCE;287,96;11;2017;CDG - MRS
AIR FRANCE;287,96;1;2018;CDG - MRS
AIR FRANCE;288,07;3;2016;MRS - SXB
AIR FRANCE;288,07;4;2016;MRS - SXB
AIR FRANCE;288,08;3;2016;CDG - FRA
AIR FRANCE;288,08;4;2016;CDG - FRA
AIR FRANCE;288,08;5;2016;CDG - FRA
AIR FRANCE;288,11;7;2016;CDG - MRS
AIR FRANCE;288,11;7;2016;CDG - MRS
AIR FRANCE;288,11;11;2016;CDG - MRS
AIR FRANCE;288,11;3;2017;CDG - MRS
AIR FRANCE;288,12;4;2016;CDG - ZAG
AIR FRANCE;288,22;2;2018;BHX - CDG
AIR FRANCE;288,25;3;2017;NCE - ORY
AIR FRANCE;288,27;5;2016;MAD - ORY
AIR FRANCE;288,27;5;2016;AJA - ETZ
AIR FRANCE;288,27;7;2016;MAD - ORY
AIR FRANCE;288,27;3;2017;CDG - MLA
AIR FRANCE;288,3;3;2016;MRS - TLS
AIR FRANCE;288,38;4;2017;ORY - TLS
AIR FRANCE;288,38;5;2017;ORY - TLS
AIR FRANCE;288,38;7;2017;ORY - TLS
AIR FRANCE;288,38;7;2017;ORY - TLS
AIR FRANCE;288,38;8;2017;ORY - TLS
AIR FRANCE;288,38;8;2017;ORY - TLS
AIR FRANCE;288,38;8;2017;ORY - TLS
AIR FRANCE;288,38;9;2017;ORY - TLS
AIR FRANCE;288,38;9;2017;ORY - TLS
AIR FRANCE;288,38;10;2017;CDG - TLS
AIR FRANCE;288,38;10;2017;CDG - TLS
AIR FRANCE;288,38;10;2017;CDG - TLS
AIR FRANCE;288,38;11;2017;ORY - TLS
AIR FRANCE;288,38;11;2017;ORY - TLS
AIR FRANCE;288,38;11;2017;ORY - TLS
AIR FRANCE;288,38;12;2017;CDG - TLS
AIR FRANCE;288,38;12;2017;CDG - TLS
AIR FRANCE;288,38;1;2018;ORY - TLS
AIR FRANCE;288,38;2;2018;ORY - TLS
AIR FRANCE;288,38;2;2018;ORY - TLS
AIR FRANCE;288,5;1;2017;LYS - NCE
AIR FRANCE;288,5;3;2017;LYS - NCE
AIR FRANCE;288,58;6;2016;CDG - LYS
AIR FRANCE;288,62;10;2017;CDG - NCE
AIR FRANCE;288,62;12;2017;CDG - NCE
AIR FRANCE;288,62;12;2017;CDG - NCE
AIR FRANCE;288,62;12;2017;CDG - NCE
AIR FRANCE;288,67;4;2017;BOD - ORY
AIR FRANCE;288,67;4;2017;BOD - ORY
AIR FRANCE;288,69;12;2016;CDG - FLR
AIR FRANCE;288,69;12;2016;CDG - FLR
AIR FRANCE;288,7;12;2016;ORY - TLN
AIR FRANCE;288,7;12;2016;ORY - TLN
AIR FRANCE;288,7;2;2017;ORY - TLN
AIR FRANCE;288,7;2;2017;ORY - TLN
AIR FRANCE;288,71;3;2016;LYS - NCE
AIR FRANCE;288,71;10;2016;LYS - NCE
AIR FRANCE;288,72;6;2016;CDG - LHR
AIR FRANCE;288,75;4;2016;BOD - ORY
AIR FRANCE;288,75;6;2016;BOD - ORY
AIR FRANCE;288,75;9;2016;BOD - ORY
AIR FRANCE;288,75;11;2016;BOD - ORY
AIR FRANCE;288,75;1;2017;BOD - ORY
AIR FRANCE;288,75;3;2017;BOD - ORY
AIR FRANCE;288,75;6;2017;ORY - PGF
AIR FRANCE;288,75;6;2017;ORY - PGF
AIR FRANCE;288,75;7;2017;ORY - PGF
AIR FRANCE;288,75;7;2017;ORY - PGF
AIR FRANCE;288,75;7;2017;ORY - PGF
AIR FRANCE;288,76;7;2016;ORY - TLS
AIR FRANCE;288,76;1;2017;ORY - TLS
AIR FRANCE;288,76;7;2017;MRS - ORY
AIR FRANCE;288,76;7;2017;MRS - ORY
AIR FRANCE;288,76;7;2017;MRS - ORY
AIR FRANCE;288,76;9;2017;MRS - ORY
AIR FRANCE;288,76;11;2017;MRS - ORY
AIR FRANCE;288,83;4;2017;CDG - NCE
AIR FRANCE;288,83;8;2017;CDG - NCE
AIR FRANCE;288,83;9;2017;CDG - NCE
AIR FRANCE;288,87;2;2018;CDG - CPH
AIR FRANCE;288,88;6;2017;NCE - ORY
AIR FRANCE;288,88;6;2017;NCE - ORY
AIR FRANCE;288,96;5;2017;CDG - MRS
AIR FRANCE;288,96;12;2017;CDG - GLA
LUFTHANSA GERMAN AIRLINES;288,97;12;2016;BUD - FRA
AIR FRANCE;288,98;6;2017;BOD - ORY
AIR FRANCE;288,98;6;2017;BOD - ORY
AIR FRANCE;289,01;2;2017;BOD - LYS
AIR FRANCE;289,01;3;2017;BOD - LYS
AIR FRANCE;289,04;4;2016;MRS - ORY
AIR FRANCE;289,04;5;2016;MRS - ORY
AIR FRANCE;289,04;9;2016;MRS - ORY
AIR FRANCE;289,04;3;2016;MRS - ORY
AIR FRANCE;289,04;3;2016;MRS - ORY
AIR FRANCE;289,04;9;2016;MRS - ORY
AIR FRANCE;289,04;11;2016;MRS - ORY
AIR FRANCE;289,04;1;2017;MRS - ORY
AIR FRANCE;289,05;11;2017;CDG - MRS
AIR FRANCE;289,09;6;2016;LIN - ORY
AIR FRANCE;289,1;6;2017;ORY - TLN
AIR FRANCE;289,1;7;2017;ORY - TLN
AIR FRANCE;289,1;7;2017;ORY - TLN
AIR FRANCE;289,1;8;2017;ORY - TLN
AIR FRANCE;289,1;8;2017;ORY - TLN
AIR FRANCE;289,1;10;2017;ORY - TLN
AIR FRANCE;289,1;12;2017;ORY - TLN
AIR FRANCE;289,1;1;2018;ORY - TLN
AIR FRANCE;289,1;2;2018;ORY - TLN
AIR FRANCE;289,23;10;2017;CDG - MPL
AIR FRANCE;289,23;10;2017;CDG - MPL
AIR FRANCE;289,29;8;2016;BOD - ORY
AIR FRANCE;289,32;7;2017;CDG - OTP
AIR FRANCE;289,36;9;2017;BUD - CDG
AIR FRANCE;289,39;12;2017;BIQ - ORY
AIR FRANCE;289,43;11;2016;BCN - CDG
AIR FRANCE;289,43;2;2018;NTE - TLS
AIR FRANCE;289,45;7;2016;LYS - NTE
AIR FRANCE;289,46;3;2016;NCE - ORY
AIR FRANCE;289,46;4;2016;NCE - ORY
AIR FRANCE;289,46;4;2016;NCE - ORY
AIR FRANCE;289,46;4;2016;NCE - ORY
AIR FRANCE;289,46;5;2016;NCE - ORY
AIR FRANCE;289,47;11;2016;LYS - PUF
AIR FRANCE;289,49;4;2016;CDG - VCE
AIR FRANCE;289,49;4;2016;CDG - VCE
AIR FRANCE;289,62;6;2016;RNS - TLS
AIR FRANCE;289,64;3;2017;CDG - VCE
AIR FRANCE;289,64;3;2017;CDG - VCE
AIR FRANCE;289,64;9;2017;LYS - NCE
AIR FRANCE;289,64;1;2018;CDG - VCE
AIR FRANCE;289,64;2;2018;LYS - NCE
AIR FRANCE;289,67;6;2017;BES - ORY
AIR FRANCE;289,67;9;2017;BES - ORY
AIR FRANCE;289,67;11;2017;BES - ORY
AIR FRANCE;289,67;11;2017;BES - ORY
AIR FRANCE;289,68;12;2017;CDG - VCE
AIR FRANCE;289,68;12;2017;CDG - VCE
AIR FRANCE;289,68;12;2017;CDG - VCE
AIR FRANCE;289,75;3;2016;BOD - ORY
AIR FRANCE;289,81;8;2016;CDG - GLA
AIR FRANCE;289,9;5;2016;CDG - HAM
AIR FRANCE;289,94;11;2016;LIL - TLS
AIR FRANCE;290;9;2016;BOD - ORY
AIR FRANCE;290,01;10;2017;LYS - TLS
AIR FRANCE;290,01;11;2017;LYS - TLS
AIR FRANCE;290,06;7;2016;CDG - GVA
AIR FRANCE;290,07;10;2016;CDG - PUF
AIR FRANCE;290,08;7;2016;CDG - GLA
AIR FRANCE;290,09;2;2018;MRS - RNS
AIR FRANCE;290,1;9;2016;ARN - CDG
AIR FRANCE;290,11;8;2016;BOD - CDG
AIR FRANCE;290,11;8;2016;BOD - CDG
AIR FRANCE;290,13;5;2016;CDG - TLS
AIR FRANCE;290,29;2;2017;MRS - RNS
AIR FRANCE;290,38;10;2017;CDG - SOU
AIR FRANCE;290,41;3;2016;BOD - ORY
AIR FRANCE;290,47;7;2016;LYS - NCE
AIR FRANCE;290,47;11;2016;LYS - NCE
AIR FRANCE;290,48;7;2016;LYS - TLS
AIR FRANCE;290,75;6;2016;LYS - ORY
AIR FRANCE;290,81;1;2017;CDG - ZRH
AIR FRANCE;290,91;10;2017;CDG - TXL
AIR FRANCE;290,91;10;2017;CDG - TXL
AIR FRANCE;290,91;10;2017;CDG - TXL
AIR FRANCE;290,93;2;2017;LIL - NCE
AIR FRANCE;290,96;4;2017;BES - CDG
AIR FRANCE;290,96;1;2018;BES - CDG
AIR FRANCE;291;11;2016;NTE - TLS
AIR FRANCE;291;3;2017;NTE - TLS
AIR FRANCE;291,05;6;2017;BOD - NCE
AIR FRANCE;291,05;6;2017;BOD - NCE
AIR FRANCE;291,09;4;2017;MRS - ORY
AIR FRANCE;291,09;4;2017;CDG - MRS
AIR FRANCE;291,09;4;2017;MRS - ORY
AIR FRANCE;291,09;4;2017;CDG - MRS
AIR FRANCE;291,09;4;2017;MRS - ORY
AIR FRANCE;291,09;4;2017;CDG - MRS
AIR FRANCE;291,09;5;2017;MRS - ORY
AIR FRANCE;291,09;5;2017;CDG - MRS
AIR FRANCE;291,09;6;2017;CDG - MRS
AIR FRANCE;291,09;6;2017;MRS - ORY
AIR FRANCE;291,09;8;2017;MRS - ORY
AIR FRANCE;291,09;9;2017;MRS - ORY
AIR FRANCE;291,09;9;2017;MRS - ORY
AIR FRANCE;291,09;10;2017;MRS - ORY
AIR FRANCE;291,09;10;2017;MRS - ORY
AIR FRANCE;291,09;10;2017;CDG - MRS
AIR FRANCE;291,09;11;2017;MRS - ORY
AIR FRANCE;291,09;1;2018;CDG - MRS
AIR FRANCE;291,09;1;2018;MRS - ORY
AIR FRANCE;291,09;2;2018;MRS - ORY
AIR FRANCE;291,09;2;2018;MRS - ORY
AIR FRANCE;291,09;2;2018;MRS - ORY
AIR FRANCE;291,11;2;2017;BES - CDG
AIR FRANCE;291,12;9;2016;CDG - CPH
AIR FRANCE;291,13;4;2016;CDG - CPH
AIR FRANCE;291,13;4;2016;CDG - CPH
AIR FRANCE;291,13;4;2016;CDG - CPH
AIR FRANCE;291,15;9;2016;CDG - CPH
AIR FRANCE;291,16;4;2016;CDG - CPH
AIR FRANCE;291,18;6;2016;CDG - DXB
AIR FRANCE;291,29;4;2016;MRS - ORY
AIR FRANCE;291,29;4;2016;MRS - ORY
AIR FRANCE;291,29;5;2016;MRS - RNS
AIR FRANCE;291,29;5;2016;CDG - MRS
AIR FRANCE;291,29;5;2016;MRS - ORY
AIR FRANCE;291,29;6;2016;MRS - ORY
AIR FRANCE;291,29;6;2016;CDG - MRS
AIR FRANCE;291,29;6;2016;CDG - MRS
AIR FRANCE;291,29;6;2016;CDG - MRS
AIR FRANCE;291,29;7;2016;MRS - ORY
AIR FRANCE;291,29;7;2016;MRS - ORY
AIR FRANCE;291,29;8;2016;CDG - MRS
AIR FRANCE;291,29;9;2016;MRS - ORY
AIR FRANCE;291,29;5;2016;MRS - ORY
AIR FRANCE;291,29;9;2016;MRS - ORY
AIR FRANCE;291,29;9;2016;MRS - RNS
AIR FRANCE;291,29;10;2016;MRS - ORY
AIR FRANCE;291,29;10;2016;MRS - ORY
AIR FRANCE;291,29;10;2016;MRS - ORY
AIR FRANCE;291,29;11;2016;MRS - ORY
AIR FRANCE;291,29;11;2016;MRS - ORY
AIR FRANCE;291,29;12;2016;MRS - ORY
AIR FRANCE;291,29;1;2017;MRS - ORY
AIR FRANCE;291,29;3;2017;MRS - ORY
AIR FRANCE;291,31;4;2017;BOD - CDG
AIR FRANCE;291,31;5;2017;BOD - ORY
AIR FRANCE;291,31;6;2017;BOD - ORY
AIR FRANCE;291,31;12;2017;BOD - ORY
AIR FRANCE;291,36;11;2017;ARN - CDG
AIR FRANCE;291,39;4;2017;MLH - TLN
AIR FRANCE;291,54;3;2016;BOD - ORY
AIR FRANCE;291,54;5;2016;BOD - ORY
AIR FRANCE;291,54;6;2016;BOD - ORY
AIR FRANCE;291,54;8;2016;BOD - ORY
AIR FRANCE;291,54;8;2016;BOD - ORY
AIR FRANCE;291,54;9;2016;BOD - ORY
AIR FRANCE;291,54;9;2016;BOD - ORY
AIR FRANCE;291,54;9;2016;BOD - ORY
AIR FRANCE;291,54;10;2016;BOD - CDG
AIR FRANCE;291,54;11;2016;BOD - ORY
AIR FRANCE;291,54;11;2016;BOD - ORY
AIR FRANCE;291,54;12;2016;BOD - ORY
AIR FRANCE;291,54;1;2017;BOD - ORY
AIR FRANCE;291,54;2;2017;BOD - ORY
AIR FRANCE;291,54;3;2017;BOD - LIL
AIR FRANCE;291,56;3;2016;ORY - TLN
AIR FRANCE;291,56;3;2016;ORY - TLN
AIR FRANCE;291,58;10;2017;MRS - ORY
AIR FRANCE;291,59;3;2017;BOD - LIL
AIR FRANCE;291,66;3;2016;BOD - CDG
AIR FRANCE;291,7;3;2016;ORY - TLN
AIR FRANCE;291,7;4;2016;ORY - TLN
AIR FRANCE;291,75;3;2016;LYS - ORY
AIR FRANCE;291,8;4;2016;CDG - LCY
AIR FRANCE;291,85;3;2016;MRS - ORY
AIR FRANCE;291,85;3;2016;MRS - ORY
AIR FRANCE;291,85;3;2016;MRS - ORY
AIR FRANCE;291,85;3;2016;CDG - MRS
AIR FRANCE;291,85;3;2016;MRS - ORY
AIR FRANCE;291,92;10;2017;ARN - CDG
AIR FRANCE;291,93;7;2017;CDG - MAD
AIR FRANCE;291,94;4;2016;CDG - GLA
AIR FRANCE;291,94;4;2016;CDG - GLA
LUFTHANSA GERMAN AIRLINES;291,97;4;2016;LYS - MUC
LUFTHANSA GERMAN AIRLINES;291,97;4;2016;LYS - MUC
AIR FRANCE;292;1;2017;BIQ - MRS
AIR FRANCE;292,06;8;2017;ARN - CDG
AIR FRANCE;292,15;2;2018;MRS - NTE
AIR FRANCE;292,2;9;2017;NTE - SOU
AIR FRANCE;292,27;3;2017;NTE - TLS
AIR FRANCE;292,32;2;2017;CDG - NUE
AIR FRANCE;292,38;3;2016;LDE - ORY
AIR FRANCE;292,38;3;2016;LDE - ORY
AIR FRANCE;292,4;10;2017;BUD - CDG
AIR FRANCE;292,48;7;2016;LYS - TLS
AIR FRANCE;292,7;10;2016;CDG - LHR
AIR FRANCE;293,06;6;2017;LIG - NCE
AIR FRANCE;293,07;3;2016;MRS - SXB
AIR FRANCE;293,18;5;2016;LYS - NCE
AIR FRANCE;293,23;3;2016;CDG - LIS
AIR FRANCE;293,25;10;2016;NCE - ORY
AIR FRANCE;293,25;12;2016;NCE - ORY
AIR FRANCE;293,25;1;2017;NCE - ORY
AIR FRANCE;293,25;1;2017;NCE - ORY
AIR FRANCE;293,25;2;2017;NCE - ORY
AIR FRANCE;293,36;8;2017;MRS - NTE
AIR FRANCE;293,38;9;2017;NTE - TLS
AIR FRANCE;293,39;6;2016;CDG - VCE
AIR FRANCE;293,42;4;2016;CFR - LYS
AIR FRANCE;293,42;6;2016;CFR - LYS
AIR FRANCE;293,46;4;2016;NCE - ORY
AIR FRANCE;293,46;4;2016;NCE - ORY
AIR FRANCE;293,46;4;2016;NCE - ORY
AIR FRANCE;293,46;5;2016;NCE - ORY
AIR FRANCE;293,46;5;2016;NCE - ORY
AIR FRANCE;293,46;6;2016;NCE - ORY
AIR FRANCE;293,46;8;2016;NCE - ORY
AIR FRANCE;293,51;3;2016;BOD - MRS
AIR FRANCE;293,54;10;2016;BOD - LIL
AIR FRANCE;293,64;8;2017;NTE - TLS
AIR FRANCE;293,64;9;2017;NTE - TLS
AIR FRANCE;293,64;10;2017;NTE - TLS
AIR FRANCE;293,64;10;2017;NTE - TLS
AIR FRANCE;293,66;3;2016;BOD - LIL
AIR FRANCE;293,67;3;2017;CDG - LHR
AIR FRANCE;293,75;4;2016;MLH - ORY
AIR FRANCE;293,75;6;2016;MLH - ORY
AIR FRANCE;293,75;5;2016;MLH - ORY
AIR FRANCE;293,76;2;2018;MRS - ORY
AIR FRANCE;293,77;2;2017;BIQ - LYS
AIR FRANCE;293,82;2;2017;CDG - TXL
AIR FRANCE;293,88;6;2017;BCN - CDG
AIR FRANCE;293,88;6;2017;BCN - CDG
AIR FRANCE;293,88;7;2017;BCN - CDG
AIR FRANCE;293,88;9;2017;BCN - CDG
AIR FRANCE;293,88;9;2017;BCN - CDG
AIR FRANCE;293,88;12;2017;BGO - CDG
AIR FRANCE;293,88;1;2018;CDG - CPH
AIR FRANCE;293,98;6;2016;LYS - NTE
AIR FRANCE;293,98;10;2016;CDG - PRG
AIR FRANCE;294,03;9;2017;BVE - ORY
AIR FRANCE;294,04;6;2016;MRS - ORY
AIR FRANCE;294,07;12;2016;BVE - ORY
AIR FRANCE;294,08;10;2016;CDG - FRA
AIR FRANCE;294,09;4;2016;CFE - ORY
AIR FRANCE;294,09;4;2016;CFE - ORY
AIR FRANCE;294,1;2;2017;CDG - MAD
LUFTHANSA GERMAN AIRLINES;294,22;5;2016;CDG - MUC
AIR FRANCE;294,29;4;2016;BOD - ORY
AIR FRANCE;294,33;8;2016;CDG - LIN
AIR FRANCE;294,38;5;2017;ORY - TLS
AIR FRANCE;294,38;10;2017;CDG - TLS
AIR FRANCE;294,38;2;2018;ORY - TLS
AIR FRANCE;294,4;2;2018;BOD - MRS
AIR FRANCE;294,42;9;2016;CDG - LIS
AIR FRANCE;294,42;11;2016;LYS - PUF
AIR FRANCE;294,45;3;2016;LYS - NTE
AIR FRANCE;294,47;10;2016;LYS - NTE
AIR FRANCE;294,52;3;2016;AJA - NCE
AIR FRANCE;294,54;8;2016;BOD - SXB
AIR FRANCE;294,59;9;2017;CDG - RBA
AIR FRANCE;294,59;9;2017;CDG - RBA
AIR FRANCE;294,61;11;2016;CDG - NCE
AIR FRANCE;294,61;12;2016;CDG - NCE
AIR FRANCE;294,69;8;2016;LUX - MRS
AIR FRANCE;294,75;3;2016;MLH - ORY
AIR FRANCE;294,75;3;2017;MLH - ORY
AIR FRANCE;294,78;7;2016;ORY - PGF
LUFTHANSA GERMAN AIRLINES;294,79;10;2017;FRA - LUX
AIR FRANCE;294,82;8;2016;CDG - NCE
AIR FRANCE;294,82;9;2016;CDG - NCE
AIR FRANCE;294,98;4;2016;LYS - NTE
AIR FRANCE;294,98;10;2016;LYS - NTE
AIR FRANCE;295;11;2016;LYS - NTE
AIR FRANCE;295;3;2017;LYS - NTE
AIR FRANCE;295,03;3;2017;LIL - TLS
AIR FRANCE;295,04;3;2016;BIA - NCE
AIR FRANCE;295,06;1;2018;LYS - NTE
AIR FRANCE;295,07;9;2016;CDG - PUF
AIR FRANCE;295,13;6;2016;AMS - CDG
AIR FRANCE;295,16;5;2016;CDG - HAM
AIR FRANCE;295,27;4;2017;BOD - CDG
AIR FRANCE;295,46;4;2016;NCE - ORY
AIR FRANCE;295,46;1;2018;ARN - CDG
AIR FRANCE;295,48;11;2016;MRS - RNS
AIR FRANCE;295,53;6;2017;MRS - RNS
AIR FRANCE;295,53;11;2017;MRS - RNS
AIR FRANCE;295,57;11;2017;LIL - MRS
AIR FRANCE;295,62;3;2016;RNS - TLS
AIR FRANCE;295,64;6;2017;NTE - TLS
AIR FRANCE;295,67;11;2017;NCE - ORY
AIR FRANCE;296,01;5;2017;LYS - TLS
AIR FRANCE;296,01;8;2017;LYS - TLS
AIR FRANCE;296,01;10;2017;LYS - TLS
AIR FRANCE;296,06;3;2016;LIL - NCE
AIR FRANCE;296,2;3;2016;CDG - NCE
AIR FRANCE;296,2;3;2016;CDG - NCE
AIR FRANCE;296,25;10;2017;BRU - NCE
AIR FRANCE;296,27;9;2017;LYS - NTE
AIR FRANCE;296,27;9;2017;LYS - NTE
AIR FRANCE;296,27;10;2017;LYS - NTE
AIR FRANCE;296,27;10;2017;LYS - NTE
AIR FRANCE;296,27;10;2017;LYS - NTE
AIR FRANCE;296,48;10;2016;MRS - RNS
AIR FRANCE;296,52;5;2016;CDG - LIS
AIR FRANCE;296,63;3;2017;LYS - TLS
AIR FRANCE;296,63;3;2017;LYS - TLS
AIR FRANCE;296,64;10;2017;CDG - VCE
AIR FRANCE;296,67;4;2017;ORY - TLS
AIR FRANCE;296,67;4;2017;ORY - TLS
AIR FRANCE;296,67;4;2017;ORY - TLS
AIR FRANCE;296,67;5;2017;ORY - TLS
AIR FRANCE;296,67;5;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;6;2017;ORY - TLS
AIR FRANCE;296,67;7;2017;ORY - TLS
AIR FRANCE;296,67;7;2017;ORY - TLS
AIR FRANCE;296,67;7;2017;ORY - TLS
AIR FRANCE;296,67;7;2017;ORY - TLS
AIR FRANCE;296,67;8;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;9;2017;ORY - TLS
AIR FRANCE;296,67;10;2017;ORY - TLS
AIR FRANCE;296,67;10;2017;ORY - TLS
AIR FRANCE;296,67;10;2017;ORY - TLS
AIR FRANCE;296,67;10;2017;ORY - TLS
AIR FRANCE;296,67;10;2017;ORY - TLS
AIR FRANCE;296,67;11;2017;ORY - TLS
AIR FRANCE;296,67;11;2017;ORY - TLS
AIR FRANCE;296,67;11;2017;ORY - TLS
AIR FRANCE;296,67;11;2017;ORY - TLS
AIR FRANCE;296,67;12;2017;ORY - TLS
AIR FRANCE;296,67;1;2018;ORY - TLS
AIR FRANCE;296,67;1;2018;ORY - TLS
AIR FRANCE;296,67;1;2018;ORY - TLS
AIR FRANCE;296,67;2;2018;ORY - TLS
AIR FRANCE;296,67;2;2018;ORY - TLS
AIR FRANCE;296,67;2;2018;ORY - TLS
AIR FRANCE;296,7;3;2016;LIL - LYS
AIR FRANCE;296,7;4;2017;LYS - SXB
AIR FRANCE;296,7;9;2017;LYS - SXB
AIR FRANCE;296,75;6;2016;MLH - ORY
AIR FRANCE;296,75;7;2016;MLH - ORY
AIR FRANCE;296,75;6;2016;MLH - ORY
AIR FRANCE;296,75;7;2016;MLH - ORY
AIR FRANCE;296,75;2;2017;ORY - TLS
AIR FRANCE;296,75;3;2017;ORY - TLS
AIR FRANCE;296,75;3;2017;ORY - TLS
AIR FRANCE;296,75;3;2017;ORY - TLS
AIR FRANCE;296,76;4;2017;MRS - ORY
AIR FRANCE;296,8;1;2017;BHX - CDG
AIR FRANCE;296,85;2;2018;LIL - TLS
AIR FRANCE;296,88;10;2017;BCN - CDG
AIR FRANCE;296,94;4;2017;MPL - ORY
AIR FRANCE;296,94;10;2017;MPL - ORY
AIR FRANCE;296,95;2;2017;BHX - CDG
AIR FRANCE;297;3;2016;CDG - DUB
AIR FRANCE;297;6;2016;CDG - DUB
AIR FRANCE;297,01;5;2016;BOD - LYS
AIR FRANCE;297,01;6;2016;BOD - LYS
AIR FRANCE;297,04;4;2016;MRS - ORY
AIR FRANCE;297,14;9;2017;CPH - MRS
AIR FRANCE;297,15;11;2017;MRS - NTE
AIR FRANCE;297,27;6;2016;AJA - ORY
AIR FRANCE;297,32;3;2017;CDG - MXP
AIR FRANCE;297,38;10;2017;MRS - TLS
AIR FRANCE;297,45;5;2016;AGF - ORY
AIR FRANCE;297,49;1;2018;NCE - NTE
AIR FRANCE;297,51;10;2016;CDG - MAD
AIR FRANCE;297,57;3;2017;BIQ - LYS
AIR FRANCE;297,58;5;2017;CDG - SOF
AIR FRANCE;297,61;5;2016;GOA - NCE
AIR FRANCE;297,73;5;2017;CDG - PRG
AIR FRANCE;297,74;2;2017;CDG - FRA
AIR FRANCE;297,75;11;2017;NTE - TRN
AIR FRANCE;297,76;8;2016;ORY - TLS
AIR FRANCE;297,76;2;2017;ORY - TLS
AIR FRANCE;297,76;2;2017;ORY - TLS
AIR FRANCE;297,76;3;2017;ORY - TLS
AIR FRANCE;297,76;3;2017;ORY - TLS
AIR FRANCE;297,76;3;2017;ORY - TLS
AIR FRANCE;297,76;3;2017;ORY - TLS
AIR FRANCE;297,76;3;2017;ORY - TLS
AIR FRANCE;297,83;3;2016;BOD - MRS
AIR FRANCE;297,83;4;2016;BOD - MRS
AIR FRANCE;297,83;4;2016;BOD - MRS
AIR FRANCE;297,83;5;2016;BOD - MRS
AIR FRANCE;297,83;5;2016;BOD - MRS
AIR FRANCE;297,83;7;2016;BOD - MRS
AIR FRANCE;297,83;7;2016;BOD - MRS
AIR FRANCE;297,83;8;2016;BOD - MRS
AIR FRANCE;297,83;9;2016;BOD - MRS
AIR FRANCE;297,83;9;2016;BOD - MRS
AIR FRANCE;297,83;10;2016;BOD - MRS
AIR FRANCE;297,83;10;2016;BOD - MRS
AIR FRANCE;297,9;11;2016;CDG - VIE
AIR FRANCE;297,94;6;2016;LIL - TLS
AIR FRANCE;297,94;8;2016;LIL - TLS
AIR FRANCE;297,96;7;2017;CDG - TLS
AIR FRANCE;297,96;7;2017;CDG - TLS
AIR FRANCE;297,96;10;2017;CDG - TLS
AIR FRANCE;297,96;1;2018;CDG - TLS
AIR FRANCE;297,96;2;2018;CDG - TLS
AIR FRANCE;297,96;2;2018;CDG - PRG
AIR FRANCE;298,01;10;2016;LYS - SXB
AIR FRANCE;298,02;10;2016;NTE - TLS
AIR FRANCE;298,05;4;2017;ORY - TLS
AIR FRANCE;298,05;6;2017;ORY - TLS
AIR FRANCE;298,05;6;2017;ORY - TLS
AIR FRANCE;298,05;8;2017;ORY - TLS
AIR FRANCE;298,05;9;2017;ORY - TLS
AIR FRANCE;298,05;10;2017;ORY - TLS
AIR FRANCE;298,05;10;2017;ORY - TLS
AIR FRANCE;298,05;12;2017;ORY - TLS
AIR FRANCE;298,05;2;2018;ORY - TLS
AIR FRANCE;298,05;2;2018;ORY - TLS
AIR FRANCE;298,07;5;2017;CDG - MAN
AIR FRANCE;298,09;4;2017;MRS - TLS
AIR FRANCE;298,09;10;2017;MRS - ORY
AIR FRANCE;298,09;10;2017;MRS - TLS
AIR FRANCE;298,16;6;2017;LYS - RNS
AIR FRANCE;298,23;9;2016;BHX - CDG
AIR FRANCE;298,23;6;2017;CDG - MAN
AIR FRANCE;298,23;1;2018;CDG - MPL
AIR FRANCE;298,23;1;2018;CDG - MPL
AIR FRANCE;298,27;4;2017;BOD - CDG
